"transaction_id","timestamp","amount","sender_vpa","receiver_vpa","sender_bank","receiver_bank","status","failure_reason","failure_type","error_code","retry_count","metadata"
"TXN000256","2025-07-22T14:07:25.900149","42386.69","user5564@paytm","merchant469@mobikwik","ICICI","PNB","FAILED","VPA does not exist","invalid_vpa","E006","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000257","2025-07-24T14:07:25.900149","6409.05","user5273@mobikwik","merchant698@phonepe","SBI","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000258","2025-08-04T14:07:25.900149","18966.11","user8066@gpay","merchant792@mobikwik","ICICI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000259","2025-07-23T14:07:25.900149","376.12","user3958@phonepe","merchant480@mobikwik","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000260","2025-08-02T14:07:25.900149","41335.25","user3279@paytm","merchant398@phonepe","HDFC","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000261","2025-07-14T14:07:25.900149","40647.16","user6197@amazonpay","merchant806@paytm","PNB","SBI","FAILED","UPI PIN verification failed","authentication_failed","E008","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000262","2025-08-09T14:07:25.900149","34658.13","user8038@phonepe","merchant944@phonepe","CANARA","HDFC","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000263","2025-07-24T14:07:25.900149","36243.29","user7426@paytm","merchant999@amazonpay","KOTAK","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000264","2025-07-29T14:07:25.900149","49559.39","user6055@phonepe","merchant427@gpay","BOB","ICICI","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000265","2025-07-21T14:07:25.900149","38634.29","user8081@mobikwik","merchant250@phonepe","HDFC","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000266","2025-08-05T14:07:25.900149","47918.82","user6131@mobikwik","merchant860@gpay","AXIS","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000267","2025-08-09T14:07:25.900149","6829.81","user6010@phonepe","merchant770@paytm","CANARA","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000268","2025-08-05T14:07:25.900149","30469.26","user7635@amazonpay","merchant768@paytm","BOB","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000269","2025-07-24T14:07:25.900149","35068.95","user5425@amazonpay","merchant889@mobikwik","BOB","CANARA","FAILED","VPA does not exist","invalid_vpa","E006","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000270","2025-07-22T14:07:25.900149","41299.12","user9804@amazonpay","merchant855@mobikwik","ICICI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000271","2025-08-05T14:07:25.900149","17623.04","user3770@phonepe","merchant713@paytm","PNB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000272","2025-07-25T14:07:25.900149","28913.4","user2278@phonepe","merchant463@phonepe","ICICI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000273","2025-07-16T14:07:25.900149","36351.27","user7548@gpay","merchant930@phonepe","ICICI","SBI","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000274","2025-07-13T14:07:25.900149","33467.62","user6732@phonepe","merchant737@amazonpay","ICICI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000275","2025-07-10T14:07:25.900149","8282.72","user2346@paytm","merchant435@mobikwik","AXIS","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000276","2025-08-09T14:07:25.900149","411.68","user2452@gpay","merchant635@paytm","ICICI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000277","2025-07-15T14:07:25.900149","41806.47","user6446@gpay","merchant365@mobikwik","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000278","2025-07-19T14:07:25.900149","20897.88","user5727@phonepe","merchant793@gpay","CANARA","ICICI","FAILED","VPA does not exist","invalid_vpa","E006","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000279","2025-07-29T14:07:25.900149","37502.99","user1168@phonepe","merchant223@paytm","SBI","PNB","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000280","2025-07-19T14:07:25.900149","29897.5","user7012@mobikwik","merchant910@paytm","SBI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000281","2025-08-07T14:07:25.900149","10562.05","user7238@mobikwik","merchant367@phonepe","CANARA","ICICI","FAILED","Insufficient balance in account","insufficient_funds","E001","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000282","2025-08-05T14:07:25.900149","27228.34","user9304@gpay","merchant891@amazonpay","PNB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000283","2025-07-24T14:07:25.900149","4664.02","user2843@mobikwik","merchant756@mobikwik","ICICI","CANARA","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000284","2025-07-15T14:07:25.900149","25919.95","user3677@gpay","merchant353@mobikwik","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000285","2025-07-29T14:07:25.900149","32876.21","user7922@amazonpay","merchant280@paytm","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000286","2025-07-26T14:07:25.900149","12470.21","user7946@mobikwik","merchant311@gpay","HDFC","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000287","2025-07-17T14:07:25.900149","36106.73","user8879@gpay","merchant820@gpay","SBI","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000288","2025-07-27T14:07:25.900149","32337.73","user3675@phonepe","merchant859@mobikwik","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000289","2025-08-02T14:07:25.900149","31942.16","user4208@paytm","merchant503@mobikwik","HDFC","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000290","2025-07-30T14:07:25.900149","48455.26","user5443@mobikwik","merchant472@gpay","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000291","2025-08-05T14:07:25.900149","4362.19","user3003@mobikwik","merchant444@phonepe","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000292","2025-07-24T14:07:25.900149","45135.6","user7739@mobikwik","merchant181@amazonpay","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000293","2025-07-31T14:07:25.900149","36727.02","user9018@phonepe","merchant852@paytm","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000294","2025-07-11T14:07:25.900149","35627.78","user1190@phonepe","merchant901@paytm","PNB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000295","2025-07-18T14:07:25.900149","1738.49","user6805@phonepe","merchant652@phonepe","PNB","ICICI","FAILED","VPA does not exist","invalid_vpa","E006","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000296","2025-07-30T14:07:25.900149","17070.91","user2402@gpay","merchant500@mobikwik","PNB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000297","2025-07-16T14:07:25.900149","24835.22","user6317@phonepe","merchant352@gpay","BOB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000298","2025-07-17T14:07:25.900149","34607.05","user3718@paytm","merchant986@phonepe","PNB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000299","2025-07-19T14:07:25.900149","20794.89","user4100@paytm","merchant841@mobikwik","SBI","SBI","FAILED","Transaction timeout","timeout","E007","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000300","2025-07-26T14:07:25.900149","38699.08","user5106@gpay","merchant556@phonepe","PNB","ICICI","FAILED","Network timeout occurred","network_issue","E003","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000301","2025-07-18T14:07:25.900149","14117.89","user4359@mobikwik","merchant779@mobikwik","AXIS","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000302","2025-07-11T14:07:25.900149","47480.09","user3892@phonepe","merchant481@gpay","HDFC","SBI","FAILED","Transaction timeout","timeout","E007","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000303","2025-07-21T14:07:25.900149","243.57","user7956@paytm","merchant323@amazonpay","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000304","2025-08-08T14:07:25.900149","33808.27","user7552@amazonpay","merchant354@phonepe","BOB","CANARA","FAILED","Transaction timeout","timeout","E007","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000305","2025-07-30T14:07:25.900149","45603.7","user3276@paytm","merchant438@amazonpay","PNB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000306","2025-08-06T14:07:25.900149","10973.67","user7820@gpay","merchant173@mobikwik","PNB","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000307","2025-07-16T14:07:25.900149","40066.59","user6355@amazonpay","merchant199@paytm","SBI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000308","2025-08-02T14:07:25.900149","24317.42","user8810@amazonpay","merchant368@amazonpay","PNB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000309","2025-08-04T14:07:25.900149","30052.38","user6212@amazonpay","merchant817@paytm","SBI","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000310","2025-08-08T14:07:25.900149","39973.44","user4987@paytm","merchant796@phonepe","HDFC","ICICI","FAILED","Insufficient balance in account","insufficient_funds","E001","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000311","2025-08-07T14:07:25.900149","16168.74","user3497@paytm","merchant934@gpay","ICICI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000312","2025-08-04T14:07:25.900149","45311.36","user1591@phonepe","merchant325@phonepe","CANARA","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000313","2025-08-03T14:07:25.900149","42969.41","user3455@amazonpay","merchant382@paytm","ICICI","CANARA","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000314","2025-07-15T14:07:25.900149","28830.83","user5008@amazonpay","merchant232@mobikwik","HDFC","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000315","2025-07-12T14:07:25.900149","41673.2","user6046@paytm","merchant842@phonepe","HDFC","BOB","FAILED","UPI PIN verification failed","authentication_failed","E008","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000316","2025-07-21T14:07:25.900149","35978.57","user2874@paytm","merchant261@mobikwik","SBI","HDFC","FAILED","Bank server temporarily unavailable","bank_server_error","E004","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000317","2025-07-21T14:07:25.900149","3064.05","user5714@phonepe","merchant850@gpay","PNB","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000318","2025-08-06T14:07:25.900149","40063.7","user4351@gpay","merchant659@amazonpay","BOB","SBI","FAILED","Invalid VPA provided","incorrect_details","E002","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000319","2025-08-09T14:07:25.900149","15079.2","user4297@paytm","merchant172@mobikwik","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000320","2025-07-17T14:07:25.900149","4419.69","user7486@phonepe","merchant721@mobikwik","AXIS","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000321","2025-07-19T14:07:25.900149","22836.06","user8996@phonepe","merchant526@paytm","HDFC","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000322","2025-08-04T14:07:25.900149","28900.41","user1079@gpay","merchant428@amazonpay","ICICI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000323","2025-08-08T14:07:25.900149","37070.18","user1794@mobikwik","merchant109@mobikwik","BOB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000324","2025-07-17T14:07:25.900149","46753.29","user3158@phonepe","merchant660@paytm","AXIS","AXIS","FAILED","UPI PIN verification failed","authentication_failed","E008","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000325","2025-08-04T14:07:25.900149","38433.23","user2467@paytm","merchant567@amazonpay","PNB","PNB","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000326","2025-07-18T14:07:25.900149","37840.82","user6254@phonepe","merchant647@phonepe","CANARA","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000327","2025-07-10T14:07:25.900149","19712.64","user5081@gpay","merchant365@gpay","AXIS","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000328","2025-07-29T14:07:25.900149","47833.15","user4194@mobikwik","merchant567@phonepe","BOB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000329","2025-07-18T14:07:25.900149","37844.78","user6192@phonepe","merchant615@paytm","PNB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000330","2025-08-08T14:07:25.900149","7702.37","user8104@phonepe","merchant997@mobikwik","PNB","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000331","2025-08-07T14:07:25.900149","33419.0","user9361@mobikwik","merchant366@mobikwik","PNB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000332","2025-07-14T14:07:25.900149","47304.84","user9440@amazonpay","merchant383@mobikwik","SBI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000333","2025-07-23T14:07:25.900149","32357.91","user8295@amazonpay","merchant570@mobikwik","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000334","2025-07-10T14:07:25.900149","11890.11","user3778@amazonpay","merchant930@gpay","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000335","2025-07-30T14:07:25.900149","23167.74","user7240@amazonpay","merchant889@phonepe","BOB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000336","2025-07-30T14:07:25.900149","11359.25","user4498@amazonpay","merchant435@paytm","KOTAK","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000337","2025-07-31T14:07:25.901196","14841.96","user4247@mobikwik","merchant748@paytm","BOB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000338","2025-08-06T14:07:25.901196","28724.62","user9693@mobikwik","merchant957@gpay","PNB","BOB","FAILED","VPA does not exist","invalid_vpa","E006","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000339","2025-08-09T14:07:25.901196","32354.58","user5981@paytm","merchant227@paytm","ICICI","BOB","FAILED","Network timeout occurred","network_issue","E003","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000340","2025-07-24T14:07:25.901196","48896.15","user2714@paytm","merchant393@amazonpay","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000341","2025-08-07T14:07:25.901196","4316.57","user7463@phonepe","merchant674@phonepe","ICICI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000342","2025-08-09T14:07:25.901196","1230.77","user6612@mobikwik","merchant960@phonepe","KOTAK","SBI","FAILED","Transaction timeout","timeout","E007","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000343","2025-07-14T14:07:25.901196","47109.37","user4147@mobikwik","merchant544@amazonpay","PNB","HDFC","FAILED","Network timeout occurred","network_issue","E003","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000344","2025-07-11T14:07:25.901196","2077.11","user1709@gpay","merchant108@phonepe","KOTAK","AXIS","FAILED","UPI PIN verification failed","authentication_failed","E008","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000345","2025-07-18T14:07:25.901196","7867.88","user6716@paytm","merchant729@amazonpay","HDFC","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000346","2025-08-07T14:07:25.901196","19963.07","user2494@paytm","merchant592@amazonpay","AXIS","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000347","2025-07-13T14:07:25.901196","27270.16","user7436@mobikwik","merchant969@gpay","SBI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000348","2025-08-05T14:07:25.901196","39592.23","user7713@paytm","merchant367@gpay","KOTAK","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000349","2025-08-06T14:07:25.901196","11773.34","user6933@phonepe","merchant477@mobikwik","KOTAK","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000350","2025-07-12T14:07:25.901196","25050.96","user9997@phonepe","merchant500@gpay","HDFC","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000351","2025-07-12T14:07:25.901196","44325.15","user1492@mobikwik","merchant863@phonepe","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000352","2025-07-19T14:07:25.901196","5890.46","user4294@mobikwik","merchant496@gpay","AXIS","PNB","FAILED","Transaction timeout","timeout","E007","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000353","2025-07-31T14:07:25.901196","12726.16","user6138@gpay","merchant729@amazonpay","SBI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000354","2025-07-14T14:07:25.901196","33566.24","user4063@gpay","merchant208@gpay","CANARA","AXIS","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000355","2025-07-18T14:07:25.901196","4860.66","user5688@phonepe","merchant981@mobikwik","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000356","2025-07-30T14:07:25.901196","43578.39","user5799@gpay","merchant729@gpay","PNB","ICICI","FAILED","Network timeout occurred","network_issue","E003","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000357","2025-08-07T14:07:25.901196","47372.65","user6583@amazonpay","merchant603@mobikwik","AXIS","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000358","2025-07-25T14:07:25.901196","29913.75","user8123@gpay","merchant515@amazonpay","SBI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000359","2025-07-20T14:07:25.901196","33116.45","user9047@paytm","merchant979@gpay","BOB","KOTAK","FAILED","Network timeout occurred","network_issue","E003","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000360","2025-07-24T14:07:25.902357","1773.87","user8340@paytm","merchant537@paytm","ICICI","AXIS","FAILED","UPI PIN verification failed","authentication_failed","E008","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000361","2025-07-27T14:07:25.902357","48145.97","user5858@amazonpay","merchant714@mobikwik","HDFC","AXIS","FAILED","UPI PIN verification failed","authentication_failed","E008","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000362","2025-07-25T14:07:25.902357","1454.75","user8851@mobikwik","merchant357@mobikwik","AXIS","PNB","FAILED","VPA does not exist","invalid_vpa","E006","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000363","2025-07-14T14:07:25.902357","6853.89","user3626@amazonpay","merchant887@gpay","KOTAK","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000364","2025-07-23T14:07:25.902357","39869.35","user1914@phonepe","merchant732@mobikwik","CANARA","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000365","2025-07-16T14:07:25.902357","3707.14","user8231@gpay","merchant832@gpay","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000366","2025-07-26T14:07:25.902357","10847.18","user3646@mobikwik","merchant641@amazonpay","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000367","2025-07-27T14:07:25.902357","45188.24","user2187@phonepe","merchant700@gpay","PNB","HDFC","FAILED","VPA does not exist","invalid_vpa","E006","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000368","2025-08-07T14:07:25.902357","16245.08","user8986@amazonpay","merchant575@paytm","KOTAK","PNB","FAILED","Insufficient balance in account","insufficient_funds","E001","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000369","2025-07-12T14:07:25.902357","31853.89","user5047@amazonpay","merchant955@gpay","AXIS","KOTAK","FAILED","Transaction timeout","timeout","E007","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000370","2025-07-17T14:07:25.902357","44861.35","user4342@amazonpay","merchant498@paytm","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000371","2025-07-29T14:07:25.902357","45421.46","user2466@gpay","merchant832@mobikwik","BOB","AXIS","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000372","2025-07-28T14:07:25.902357","44626.32","user7094@mobikwik","merchant149@paytm","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000373","2025-08-05T14:07:25.902357","22363.68","user9959@phonepe","merchant421@phonepe","SBI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000374","2025-07-23T14:07:25.902357","12212.56","user9822@mobikwik","merchant325@gpay","HDFC","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000375","2025-07-28T14:07:25.902357","28628.64","user6215@gpay","merchant502@mobikwik","ICICI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000376","2025-07-29T14:07:25.902357","2620.26","user4176@paytm","merchant262@gpay","KOTAK","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000377","2025-07-25T14:07:25.902357","16858.14","user4169@paytm","merchant187@paytm","BOB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000378","2025-07-23T14:07:25.902357","29939.71","user1252@phonepe","merchant647@mobikwik","KOTAK","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000379","2025-08-03T14:07:25.902357","43676.43","user2937@paytm","merchant914@mobikwik","ICICI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000380","2025-08-03T14:07:25.902357","14776.02","user6202@amazonpay","merchant928@mobikwik","KOTAK","AXIS","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000381","2025-08-07T14:07:25.902357","14756.06","user8289@gpay","merchant175@phonepe","HDFC","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000382","2025-08-07T14:07:25.902357","4291.49","user6438@phonepe","merchant520@gpay","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000383","2025-07-22T14:07:25.902357","31152.0","user3528@amazonpay","merchant750@paytm","ICICI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000384","2025-08-01T14:07:25.902357","32001.25","user7370@amazonpay","merchant423@paytm","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000385","2025-08-03T14:07:25.902357","8644.51","user2180@phonepe","merchant855@gpay","BOB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000386","2025-08-05T14:07:25.902357","11884.98","user8112@paytm","merchant225@mobikwik","KOTAK","CANARA","FAILED","Network timeout occurred","network_issue","E003","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000387","2025-07-28T14:07:25.902357","7777.09","user2544@amazonpay","merchant371@amazonpay","BOB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000388","2025-07-21T14:07:25.902357","11494.89","user7440@mobikwik","merchant310@mobikwik","ICICI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000389","2025-07-19T14:07:25.902357","8264.19","user3254@phonepe","merchant867@mobikwik","SBI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000390","2025-07-19T14:07:25.902357","37377.31","user7106@amazonpay","merchant506@paytm","ICICI","PNB","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
